Tweet,id,time,Date,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements
suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu #sapien,3.27E+15,2020-06-07 02:33 +0000,6/7/2020,1359,209,0.153789551,2,0,8,4,1,0,11,0,0,0,0,0,0,183,183
rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo #volutpat,3.19E+15,2020-06-06 20:39 +0000,6/6/2020,72,2,0.027777778,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse #turpis,9.83E+15,2020-06-06 18:34 +0000,6/6/2020,937,39,0.041622199,0,1,0,3,0,1,11,0,0,0,0,0,0,0,0
at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum #ante,5.64E+14,2020-06-06 01:00 +0000,6/6/2020,867,10,0.011534025,0,0,4,1,0,0,5,0,0,0,0,0,0,0,0
lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt #rhoncus,9.27E+15,2020-06-04 19:19 +0000,6/4/2020,254,6,0.023622047,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0
quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci #cras,1.08E+15,2020-06-04 18:58 +0000,6/4/2020,1671,13,0.007779773,1,1,2,0,0,0,9,0,0,0,0,0,0,0,0
rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus #at,3.61E+15,2020-06-04 18:10 +0000,6/4/2020,346,58,0.167630058,0,0,2,11,0,0,12,0,0,0,0,0,0,33,33
eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl #ut,7.56E+15,2020-06-04 17:24 +0000,6/4/2020,288,3,0.010416667,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices #justo,6.79E+15,2020-06-04 16:50 +0000,6/4/2020,155,2,0.012903226,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis #elementum,3.03E+15,2020-06-04 14:50 +0000,6/4/2020,629,5,0.007949126,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus #fusce,3.35E+15,2020-06-04 14:47 +0000,6/4/2020,244,4,0.016393443,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla #ante,1.85E+15,2020-06-04 01:06 +0000,6/4/2020,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus #eu,2.28E+15,2020-06-04 00:13 +0000,6/4/2020,107,8,0.074766355,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0
ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac #ornare,9.99E+15,2020-06-04 00:05 +0000,6/4/2020,415,13,0.031325301,0,0,4,2,6,0,1,0,0,0,0,0,0,0,0
in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet #orci,6.50E+15,2020-06-04 00:05 +0000,6/4/2020,1714,77,0.044924154,4,1,11,3,31,0,27,0,0,0,0,0,0,0,0
nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend #sapien,4.38E+15,2020-06-03 18:15 +0000,6/3/2020,304,2,0.006578947,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut #erat,9.69E+15,2020-06-03 01:22 +0000,6/3/2020,1062,27,0.025423729,0,0,20,2,0,0,5,0,0,0,0,0,0,0,0
nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus #in,4.82E+15,2020-06-02 21:37 +0000,6/2/2020,440,12,0.027272727,0,0,0,0,6,0,5,0,0,0,0,0,0,1,1
lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus #suspendisse,9.85E+15,2020-06-02 21:10 +0000,6/2/2020,192,2,0.010416667,0,1,1,0,0,0,0,0,0,0,0,0,0,24,0
ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis #donec,4.70E+15,2020-06-02 17:34 +0000,6/2/2020,2659,167,0.062805566,1,2,27,19,1,0,117,0,0,0,0,0,0,0,0
feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam #mauris,8.02E+15,2020-06-02 17:26 +0000,6/2/2020,202,4,0.01980198,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent #diam,6.69E+15,2020-06-02 16:10 +0000,6/2/2020,436,2,0.004587156,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare #ac,5.52E+15,2020-06-02 01:32 +0000,6/2/2020,644,4,0.00621118,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0
orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in #non,9.65E+15,2020-06-02 01:14 +0000,6/2/2020,737,3,0.004070556,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum #auctor,1.23E+14,2020-06-02 00:16 +0000,6/2/2020,219,5,0.02283105,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0
amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan #cubilia,5.12E+15,2020-06-01 15:33 +0000,6/1/2020,224,9,0.040178571,0,2,2,0,0,0,5,0,0,0,0,0,0,0,0
dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida #aenean,6.88E+15,2020-06-01 15:20 +0000,6/1/2020,295,8,0.027118644,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0
sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit #ultrices,5.54E+15,2020-06-01 14:59 +0000,6/1/2020,698,6,0.008595989,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0
quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus #vel,5.17E+15,2020-06-01 12:21 +0000,6/1/2020,1406,18,0.012802276,0,1,6,5,0,0,6,0,0,0,0,0,0,0,0
volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id #etiam,9.14E+15,2020-06-01 00:34 +0000,6/1/2020,355,6,0.016901408,0,1,3,0,0,0,0,0,0,0,0,0,0,87,2
justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit #lacinia,6.50E+15,2020-07-31 23:04 +0000,7/31/2020,2506,16,0.006384677,3,0,5,1,0,0,7,0,0,0,0,0,0,0,0
magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus #congue,3.06E+15,2020-07-31 20:17 +0000,7/31/2020,246,2,0.008130081,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa #bibendum,6.98E+15,2020-07-31 20:15 +0000,7/31/2020,301,3,0.009966777,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat #ante,9.09E+14,2020-07-31 20:06 +0000,7/31/2020,5287,430,0.081331568,6,7,32,25,93,6,93,0,0,0,0,0,0,168,168
quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam #eleifend,9.85E+15,2020-07-31 20:02 +0000,7/31/2020,459,1,0.002178649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec #non,3.86E+15,2020-07-31 17:18 +0000,7/31/2020,177,2,0.011299435,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse #maecenas,6.03E+15,2020-07-31 16:58 +0000,7/31/2020,252,5,0.01984127,0,0,4,0,0,0,0,0,0,0,0,0,0,76,1
dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat #morbi,2.42E+15,2020-07-31 14:31 +0000,7/31/2020,551,6,0.010889292,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0
at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse #etiam,4.59E+15,2020-07-31 14:27 +0000,7/31/2020,869,6,0.006904488,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0
pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris #nibh,3.31E+15,2020-07-31 12:12 +0000,7/31/2020,200,1,0.005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus #cras,4.96E+15,2020-07-31 11:58 +0000,7/31/2020,227,25,0.110132159,0,0,3,0,1,0,0,0,0,0,0,0,0,21,21
ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi #maecenas,8.31E+15,2020-07-31 11:51 +0000,7/31/2020,195,3,0.015384615,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo #pellentesque,3.22E+15,2020-07-31 04:03 +0000,7/31/2020,56,5,0.089285714,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0
tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat #tristique,2.82E+15,2020-07-31 02:55 +0000,7/31/2020,1263,50,0.039588282,0,2,8,4,0,2,34,0,0,0,0,0,0,0,0
purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse #platea,4.48E+15,2020-07-30 17:37 +0000,7/30/2020,91,3,0.032967033,0,0,1,0,0,0,0,0,0,0,0,0,0,30,2
in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus #magna,7.16E+15,2020-07-30 17:28 +0000,7/30/2020,231,8,0.034632035,0,1,4,1,0,0,2,0,0,0,0,0,0,0,0
eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas #cursus,2.07E+15,2020-07-30 16:44 +0000,7/30/2020,256,9,0.03515625,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0
tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus #nulla,5.56E+14,2020-07-30 16:00 +0000,7/30/2020,188,1,0.005319149,0,0,0,0,0,0,1,0,0,0,0,0,0,25,0
nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient #leo,9.26E+15,2020-07-30 15:57 +0000,7/30/2020,375,13,0.034666667,1,0,1,2,3,1,2,0,0,0,0,0,0,3,3
sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut #quisque,7.84E+15,2020-07-30 13:45 +0000,7/30/2020,177,1,0.005649718,0,0,1,0,0,0,0,0,0,0,0,0,0,34,0
orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis #tellus,4.42E+15,2020-07-30 11:51 +0000,7/30/2020,205,5,0.024390244,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0
orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac #quisque,1.56E+15,2020-07-30 11:39 +0000,7/30/2020,453,40,0.088300221,0,1,0,0,1,0,8,0,0,0,0,0,0,30,30
curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel #amet,9.25E+15,2020-07-30 11:37 +0000,7/30/2020,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing #dapibus,5.08E+15,2020-07-29 20:31 +0000,7/29/2020,420,4,0.00952381,0,0,3,0,0,0,0,0,0,0,0,0,0,60,1
ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus #ipsum,7.99E+15,2020-07-29 18:45 +0000,7/29/2020,501,9,0.017964072,0,0,4,2,0,0,1,0,0,0,0,0,0,2,2
eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem #mauris,1.14E+15,2020-07-29 17:48 +0000,7/29/2020,171,10,0.058479532,0,0,6,1,0,0,3,0,0,0,0,0,0,0,0
at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis #maecenas,4.39E+15,2020-07-29 17:42 +0000,7/29/2020,157,4,0.025477707,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0
posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus #sit,8.05E+15,2020-07-29 17:39 +0000,7/29/2020,174,1,0.005747126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non #magnis,5.93E+15,2020-07-29 16:16 +0000,7/29/2020,93,2,0.021505376,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in #at,6.48E+15,2020-07-29 16:00 +0000,7/29/2020,430,15,0.034883721,1,1,4,0,6,0,3,0,0,0,0,0,0,0,0
diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas #suspendisse,7.58E+15,2020-07-29 13:35 +0000,7/29/2020,684,14,0.020467836,0,1,6,1,2,0,4,0,0,0,0,0,0,126,0
pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci #curae,2.45E+15,2020-07-29 12:07 +0000,7/29/2020,64,4,0.0625,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse #porta,6.01E+15,2020-07-29 12:01 +0000,7/29/2020,127,6,0.047244094,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0
dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam #quam,5.37E+15,2020-07-29 11:58 +0000,7/29/2020,757,42,0.055482166,0,5,12,4,0,0,21,0,0,0,0,0,0,0,0
vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta #adipiscing,3.26E+15,2020-07-29 02:29 +0000,7/29/2020,124,1,0.008064516,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis #sagittis,2.02E+15,2020-07-29 01:13 +0000,7/29/2020,143,3,0.020979021,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac #at,7.01E+15,2020-07-28 23:49 +0000,7/28/2020,170,6,0.035294118,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0
pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis #justo,1.67E+15,2020-07-28 22:00 +0000,7/28/2020,218,7,0.032110092,0,0,3,0,0,0,2,0,0,0,0,0,0,72,2
pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta #ut,8.06E+15,2020-07-28 19:16 +0000,7/28/2020,193,4,0.020725389,0,0,2,0,0,0,0,0,0,0,0,0,0,43,2
sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam #lorem,2.00E+15,2020-07-28 19:05 +0000,7/28/2020,934,150,0.160599572,1,3,22,2,4,0,5,0,0,0,0,0,0,113,113
dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna #sem,2.30E+15,2020-07-28 19:05 +0000,7/28/2020,1443,156,0.108108108,0,2,11,1,0,2,140,0,0,0,0,0,0,0,0
tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget #risus,8.63E+15,2020-07-28 16:02 +0000,7/28/2020,1864,40,0.021459227,0,4,21,0,0,0,15,0,0,0,0,0,0,0,0
leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum #ipsum,2.56E+14,2020-07-28 11:28 +0000,7/28/2020,319,1,0.003134796,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis #quis,3.18E+15,2020-07-27 21:00 +0000,7/27/2020,351,6,0.017094017,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0
magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse #sit,9.49E+15,2020-07-27 19:23 +0000,7/27/2020,235,8,0.034042553,0,0,1,0,0,0,7,0,0,0,0,0,0,37,0
eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla #sed,1.51E+15,2020-07-27 19:05 +0000,7/27/2020,2186,118,0.053979872,0,8,52,9,2,0,21,0,0,0,0,0,0,26,26
nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam #nec,8.67E+15,2020-07-27 18:15 +0000,7/27/2020,2909,48,0.016500516,1,5,8,2,16,1,15,0,0,0,0,0,0,0,0
convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus #dis,5.38E+15,2020-07-27 16:07 +0000,7/27/2020,647,22,0.034003091,0,0,6,1,0,0,2,0,0,0,0,0,0,13,13
volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu #gravida,6.72E+15,2020-07-27 15:25 +0000,7/27/2020,721,2,0.002773925,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum #eros,1.78E+15,2020-07-27 15:02 +0000,7/27/2020,385,2,0.005194805,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede #duis,8.78E+15,2020-07-27 14:34 +0000,7/27/2020,307,3,0.009771987,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet #vulputate,5.15E+15,2020-07-27 14:27 +0000,7/27/2020,356,3,0.008426966,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis #arcu,3.87E+15,2020-07-27 13:08 +0000,7/27/2020,2717,79,0.029076187,8,3,15,6,5,0,35,0,0,0,0,0,0,7,7
ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing #blandit,7.58E+15,2020-07-27 11:10 +0000,7/27/2020,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet #nam,4.31E+15,2020-07-27 11:10 +0000,7/27/2020,748,42,0.056149733,0,0,7,19,2,0,10,0,0,0,0,0,0,156,4
venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst #leo,2.69E+15,2020-07-26 22:22 +0000,7/26/2020,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis #velit,6.49E+15,2020-07-26 22:06 +0000,7/26/2020,413,52,0.12590799,0,2,12,19,0,0,19,0,0,0,0,0,0,0,0
in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit #non,4.08E+15,2020-07-26 21:45 +0000,7/26/2020,153,1,0.006535948,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat #lacinia,2.49E+15,2020-07-26 21:22 +0000,7/26/2020,187,7,0.037433155,0,1,2,1,0,0,3,0,0,0,0,0,0,0,0
convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu #magna,7.50E+14,2020-07-26 20:55 +0000,7/26/2020,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus #ullamcorper,3.47E+15,2020-07-24 23:51 +0000,7/24/2020,189,4,0.021164021,0,1,1,0,0,0,2,0,0,0,0,0,0,58,0
etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla #laoreet,4.69E+15,2020-07-24 16:55 +0000,7/24/2020,478,12,0.025104603,2,0,5,1,0,0,4,0,0,0,0,0,0,0,0
suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse #odio,3.12E+15,2020-07-24 14:14 +0000,7/24/2020,225,7,0.031111111,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0
consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse #ultrices,1.91E+15,2020-07-24 13:39 +0000,7/24/2020,180,1,0.005555556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec #sapien,3.97E+15,2020-07-24 13:20 +0000,7/24/2020,3137,286,0.091169908,4,6,38,4,15,0,32,0,0,0,0,0,0,187,187
morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in #justo,1.35E+15,2020-07-24 12:05 +0000,7/24/2020,266,8,0.030075188,0,1,3,0,0,0,4,0,0,0,0,0,0,0,0
nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu #ac,6.48E+15,2020-07-24 01:58 +0000,7/24/2020,281,4,0.014234875,0,1,2,0,0,0,0,0,0,0,0,0,0,52,1
